Incident energy;
Incident energy;
Incident energy;σ(E)
9085.503;11.84909
9085.627;11.76099
9085.751;11.68582
9085.875;11.62185
9085.999;11.56751
9086.099;11.52973
9086.198;11.49694
9086.297;11.46816
9086.396;11.44287
9086.496;11.42042
9086.595;11.40084
9086.694;11.38356
9086.793;11.36827
9086.918;11.35142
9087.042;11.33701
9087.166;11.32455
9087.29;11.31375
9087.538;11.29619
9087.786;11.28276
9087.967;11.27486
9088.147;11.26814
9088.27;11.26403
9088.332;11.26206
9088.366;11.26101
9088.383;11.2605
9088.393;11.26019
9088.396;11.2601
9088.406;11.2598
9088.416;11.25951
9088.418;11.25945
9088.419;11.25942
9088.423;11.2593
9088.426;11.25921
9088.435;11.25894
9088.443;11.25871
9088.459;11.25824
9088.52;11.25648
9088.636;11.2533
9088.81;11.24902
9089.041;11.24505
9089.765;11.28633
9089.793;11.29161
9089.866;11.30761
9089.938;11.32689
9090.097;11.38421
9090.173;11.42009
9090.217;11.44373
9090.245;11.45995
9090.265;11.47213
9090.268;11.47399
9090.269;11.47462
9090.272;11.4765
9090.274;11.47777
9090.278;11.48031
9090.286;11.48545
9090.31;11.50137
9090.345;11.52597
9090.369;11.54381
9090.374;11.54763
9090.38;11.55226
9090.395;11.56407
9090.41;11.57621
9090.433;11.59549
9090.486;11.64302
9090.538;11.6941
9090.713;11.90142
9090.888;12.16983
9091.121;12.63453
9091.378;13.3011
9091.634;14.12622
9092.146;16.16372
9092.403;17.28046
9092.66;18.36401
9092.869;19.16371
9093.078;19.84432
9093.119;19.96058
9093.12;19.96334
9093.122;19.96884
9093.123;19.97159
9093.127;19.98254
9093.129;19.988
9093.137;20.00966
9093.139;20.01503
9093.14;20.01772
9093.142;20.02307
9093.143;20.02574
9093.145;20.03108
9093.146;20.03374
9093.15;20.04434
9093.154;20.05488
9093.162;20.07578
9093.177;20.1143
9093.21;20.19593
9093.247;20.28226
9093.293;20.38174
9093.313;20.42222
9093.314;20.4242
9093.315;20.42618
9093.318;20.43208
9093.321;20.43794
9093.327;20.44954
9093.344;20.48159
9093.361;20.51238
9093.395;20.57017
9093.476;20.68715
9093.612;20.81652
9093.885;20.82026
9094.146;20.52044
9094.406;19.97036
9094.877;18.54441
9095.112;17.7356
9095.347;16.92776
9095.471;16.51547
9095.595;16.11888
9095.719;15.74156
9095.843;15.38617
9095.967;15.05454
9096.091;14.74773
9096.215;14.4661
9096.339;14.20945
9096.463;13.97705
9096.587;13.76782
9096.711;13.58036
9096.835;13.41311
9096.959;13.26436
9097.083;13.13239
9097.207;13.01545
9097.269;12.96209
9097.331;12.91187
9097.393;12.8646
9097.455;12.82008
9097.517;12.77814
9097.579;12.7386
9097.641;12.7013
9097.703;12.66609
9097.765;12.63281
9097.827;12.60133
9097.951;12.54326
9098.075;12.49093
9098.199;12.44352
9098.323;12.40032
9098.447;12.36073
9098.571;12.32423
9098.695;12.29039
9098.819;12.25884
9098.943;12.22929
9099.067;12.20147
9099.315;12.15021
9099.563;12.10376
9099.811;12.06116
9100.059;12.02175
9100.307;11.98505
9100.555;11.95068
9100.803;11.9184
9100.927;11.90299
9101.051;11.88804
9101.175;11.87356
9101.298;11.85965
9101.398;11.84868
9101.497;11.83814
9101.596;11.82791
9101.695;11.81802
9101.795;11.80839
9101.894;11.79923
9101.993;11.79049
9102.092;11.78219
9102.167;11.77623
9102.241;11.77063
9102.316;11.76528
9102.39;11.76033
9102.465;11.75568
9102.539;11.75148
9102.613;11.74769
9102.687;11.74435
9102.762;11.74144
9102.836;11.73908
9102.911;11.73723
9102.985;11.736
9103.06;11.73537
9103.134;11.7354
9103.282;11.73757
9103.431;11.74285
9103.58;11.75153
9103.729;11.76391
9103.877;11.78013
9104.026;11.80066
9104.175;11.82559
9104.324;11.85507
9104.472;11.88895
9104.696;11.94905
9104.919;12.01932
9105.365;12.1894
9105.712;12.34531
9105.885;12.42891
9105.966;12.46901
9106.019;12.4955
9106.048;12.51006
9106.067;12.51962
9106.071;12.52164
9106.072;12.52214
9106.075;12.52365
9106.077;12.52466
9106.082;12.52718
9106.091;12.53172
9106.114;12.54334
9106.142;12.5575
9106.199;12.58636
9106.313;12.64402
9106.543;12.75821
9106.879;12.9107
9107.17;13.01632
9107.46;13.08405
9107.735;13.10367
9107.881;13.09407
9107.964;13.08213
9108.01;13.07348
9108.037;13.06772
9108.058;13.06289
9108.082;13.05701
9108.112;13.0491
9108.155;13.03671
9108.248;13.00567
9108.42;12.93363
9108.473;12.90782
9108.645;12.8134
9108.817;12.70483
9109.188;12.43769
9109.558;12.15514
9109.876;11.92411
9110.035;11.81806
9110.193;11.72077
9110.313;11.65282
9110.432;11.59077
9110.551;11.53414
9110.67;11.48295
9110.789;11.43716
9110.908;11.39662
9111.027;11.36118
9111.146;11.33064
9111.265;11.30476
9111.384;11.28334
9111.503;11.26614
9111.622;11.25296
9111.741;11.24362
9111.86;11.23793
9111.979;11.23574
9112.098;11.23691
9112.231;11.24204
9112.363;11.25094
9112.495;11.26345
9112.627;11.27937
9112.76;11.29861
9112.892;11.32057
9113.156;11.37157
9113.606;11.47021
9113.831;11.51842
9114.056;11.56101
9114.255;11.59107
9114.453;11.61153
9114.638;11.62053
9114.738;11.62096
9114.797;11.61969
9114.83;11.61849
9114.851;11.61753
9114.862;11.61697
9114.863;11.61692
9114.866;11.61676
9114.868;11.61665
9114.873;11.61638
9114.882;11.61586
9114.906;11.61435
9114.95;11.61108
9114.96;11.61025
9114.979;11.60859
9114.988;11.60776
9115.017;11.6049
9115.045;11.60188
9115.102;11.59497
9115.311;11.56105
9115.511;11.51712
9115.71;11.46417
9115.957;11.38911
9116.204;11.30818
9116.697;11.14702
9116.849;11.10097
9117.001;11.05766
9117.153;11.01746
9117.304;10.98078
9117.456;10.94719
9117.608;10.91687
9117.76;10.88968
9117.912;10.86538
9117.988;10.85423
9118.064;10.8437
9118.14;10.83375
9118.216;10.82434
9118.292;10.81543
9118.368;10.80699
9118.444;10.79898
9118.519;10.79146
9118.595;10.78418
9118.671;10.77724
9118.747;10.77058
9118.823;10.76419
9118.899;10.75803
9118.975;10.75208
9119.051;10.74631
9119.126;10.74078
9119.202;10.73532
9119.278;10.72998
9119.354;10.72475
9119.43;10.71961
9119.506;10.71455
9119.582;10.70956
9119.658;10.70463
9119.733;10.69981
9119.847;10.69256
9119.961;10.68539
9120.075;10.67827
9120.189;10.67121
9120.303;10.6642
9120.417;10.65724
9120.531;10.65034
9120.644;10.64357
9120.758;10.63682
9120.872;10.63018
9120.986;10.62367
9121.1;10.61733
9121.214;10.61118
9121.328;10.60528
9121.442;10.59966
9121.555;10.59442
9121.669;10.58952
9121.783;10.58507
9121.897;10.58114
9122.011;10.57778
9122.125;10.57507
9122.239;10.57307
9122.353;10.57185
9122.466;10.57149
9122.58;10.57206
9122.694;10.57362
9122.922;10.58005
9123.15;10.59135
9123.377;10.60806
9123.529;10.62259
9123.605;10.63094
9123.757;10.64992
9123.909;10.67212
9124.022;10.69085
9124.326;10.75124
9124.459;10.78249
9124.531;10.80066
9124.564;10.80929
9124.587;10.81541
9124.592;10.81675
9124.603;10.81972
9124.604;10.81999
9124.608;10.82108
9124.611;10.82189
9124.618;10.8238
9124.636;10.82875
9124.67;10.83825
9124.722;10.85315
9124.826;10.88428
9125.074;10.96514
9125.188;11.00502
9125.226;11.01862
9125.341;11.06053
9125.455;11.10288
9125.683;11.18796
9126.026;11.30799
9126.369;11.4019
9126.693;11.44993
9126.874;11.45476
9126.969;11.45034
9127.019;11.44605
9127.045;11.44328
9127.067;11.44064
9127.068;11.44051
9127.071;11.44013
9127.073;11.43987
9127.078;11.43922
9127.088;11.43788
9127.111;11.43457
9127.148;11.42865
9127.221;11.41479
9127.277;11.40222
9127.445;11.35473
9127.627;11.28789
9127.809;11.20715
9128.061;11.07757
9128.312;10.9355
9128.731;10.69202
9128.941;10.57582
9129.15;10.46816
9129.36;10.36991
9129.465;10.32484
9129.569;10.28293
9129.674;10.24334
9129.779;10.20645
9129.884;10.17215
9129.988;10.14063
9130.128;10.10177
9130.268;10.06668
9130.338;10.05042
9130.408;10.03493
9130.478;10.02018
9130.547;10.0063
9130.617;9.992838
9130.687;9.979953
9130.757;9.967594
9130.827;9.955714
9130.897;9.944267
9130.967;9.933212
9131.037;9.922506
9131.106;9.912259
9131.197;9.899149
9131.288;9.886434
9131.379;9.874048
9131.47;9.86193
9131.561;9.850028
9131.652;9.838294
9131.743;9.826686
9131.833;9.815293
9131.924;9.80383
9132.015;9.792394
9132.106;9.780963
9132.196;9.769638
9132.378;9.746611
9132.559;9.723445
9132.741;9.699788
9132.923;9.675694
9133.286;9.626105
9133.649;9.57415
9134.012;9.519474
9134.739;9.400242
9135.102;9.334936
9135.465;9.265043
9135.829;9.189671
9136.192;9.108436
9136.374;9.065146
9136.555;9.020238
9136.737;8.973096
9136.918;8.92412
9137.114;8.868609
9137.212;8.839856
9137.31;8.810427
9137.408;8.780319
9137.506;8.749534
9137.604;8.718085
9137.701;8.686322
9137.799;8.653625
9137.897;8.620367
9137.995;8.586614
9138.092;8.552809
9138.19;8.518372
9138.288;8.483801
9138.386;8.449287
9138.483;8.415418
9138.581;8.381786
9138.679;8.349102
9138.777;8.3178
9138.875;8.2884
9138.973;8.261522
9139.071;8.237894
9139.169;8.21837
9139.266;8.204057
9139.364;8.195785
9139.462;8.195028
9139.56;8.20325
9139.657;8.221845
9139.853;8.298606
9140.048;8.441125
9140.171;8.573527
9140.293;8.743484
9140.415;8.957304
9140.537;9.220471
9140.782;9.919739
9141.026;10.87522
9141.236;11.92691
9141.306;12.32648
9141.355;12.62081
9141.382;12.78812
9141.4;12.90167
9141.402;12.91438
9141.403;12.92075
9141.406;12.93987
9141.408;12.95265
9141.413;12.98467
9141.422;13.04263
9141.444;13.18597
9141.489;13.48653
9141.594;14.22537
9141.773;15.5986
9142.102;18.42348
9142.43;21.43546
9142.55;22.52879
9142.729;24.09825
9142.907;25.53689
9142.922;25.65085
9142.937;25.76355
9142.973;26.02865
9142.984;26.10809
9143.005;26.25767
9143.016;26.3349
9143.024;26.39058
9143.027;26.41135
9143.039;26.49385
9143.042;26.51433
9143.052;26.58214
9143.061;26.6426
9143.079;26.76185
9143.116;26.99985
9143.198;27.49145
9143.28;27.93056
9143.377;28.37765
9143.41;28.5111
9143.418;28.54199
9143.421;28.55342
9143.432;28.59466
9143.442;28.6312
9143.469;28.72533
9143.496;28.81279
9143.549;28.96484
9143.736;29.2898
9144.035;29.12519
9144.296;28.34279
9144.557;27.06883
9145.08;23.59678
9145.342;21.69255
9145.603;19.85615
9145.734;18.98677
9145.865;18.16372
9145.996;17.39278
9146.126;16.68291
9146.257;16.02505
9146.388;15.4251
9146.519;14.88194
9146.649;14.39687
9146.78;13.95941
9146.911;13.56985
9147.042;13.22419
9147.172;12.92047
9147.303;12.64986
9147.433;12.4125
9147.564;12.20091
9147.694;12.01483
9147.788;11.89328
9147.881;11.78255
9147.975;11.67927
9148.068;11.58474
9148.162;11.49612
9148.255;11.41458
9148.348;11.33851
9148.441;11.26735
9148.535;11.19993
9148.628;11.13726
9148.722;11.07763
9148.815;11.02201
9148.909;10.96897
9149.002;10.91943
9149.095;10.87269
9149.188;10.82865
9149.272;10.79116
9149.356;10.75585
9149.44;10.72274
9149.524;10.6919
9149.608;10.66342
9149.692;10.63743
9149.776;10.61408
9149.86;10.59359
9149.944;10.57616
9150.028;10.56208
9150.112;10.55165
9150.196;10.54521
9150.28;10.54316
9150.364;10.54593
9150.448;10.554
9150.532;10.56789
9150.616;10.58817
9150.7;10.61547
9150.784;10.65043
9150.868;10.69376
9151.036;10.80856
9151.204;10.96622
9151.372;11.1735
9151.54;11.43725
9151.708;11.76409
9151.876;12.15989
9152.026;12.5753
9152.175;13.04793
9152.474;14.17617
9152.811;15.70598
9152.951;16.40274
9153.016;16.7344
9153.051;16.91455
9153.075;17.03859
9153.086;17.09556
9153.109;17.21487
9153.14;17.37602
9153.191;17.64162
9153.293;18.17214
9153.317;18.29635
9153.365;18.54352
9153.533;19.38695
9153.797;20.58942
9154.061;21.54522
9154.349;22.1923
9154.505;22.33804
9154.589;22.35254
9154.656;22.3314
9154.675;22.32011
9154.73;22.27422
9154.793;22.19768
9154.891;22.02837
9155.088;21.5103
9155.275;20.81774
9155.462;19.9594
9155.837;17.88739
9156.212;15.61704
9156.453;14.19286
9156.694;12.86932
9156.935;11.68663
9157.055;11.15739
9157.175;10.66934
9157.296;10.21884
9157.416;9.812423
9157.536;9.444592
9157.656;9.113205
9157.777;8.813374
9157.897;8.547215
9158.017;8.309139
9158.137;8.09612
9158.209;7.979089
9158.28;7.870845
9158.352;7.767735
9158.423;7.672051
9158.495;7.580536
9158.566;7.495209
9158.637;7.414272
9158.708;7.337263
9158.807;7.235627
9158.905;7.140649
9159.003;7.050325
9159.101;6.963808
9159.199;6.880349
9159.297;6.799286
9159.395;6.720042
9159.493;6.64212
9159.592;6.564306
9159.69;6.487806
9159.788;6.411521
9159.886;6.335197
9159.984;6.258624
9160.082;6.181636
9160.278;6.025925
9160.475;5.866612
9160.671;5.705172
9160.867;5.541155
9161.063;5.375456
9161.259;5.209653
9161.455;5.046236
9161.651;4.88895
9161.847;4.743289
9162.052;4.611993
9162.257;4.51492
9162.462;4.470045
9162.667;4.501899
9162.872;4.643068
9163.077;4.935549
9163.18;5.155688
9163.282;5.43173
9163.385;5.777357
9163.487;6.194637
9163.603;6.771738
9163.719;7.471771
9163.795;8.004217
9163.826;8.239375
9163.847;8.404821
9163.856;8.477273
9163.857;8.485381
9163.86;8.509774
9163.862;8.526095
9163.866;8.558876
9163.874;8.624999
9163.896;8.810732
9163.932;9.127207
9164.017;9.938624
9164.155;11.46064
9164.293;13.25659
9164.421;15.18589
9164.548;17.36497
9164.718;20.71155
9164.857;23.82005
9164.995;27.23455
9165.075;29.35935
9165.176;32.18711
9165.25;34.35618
9165.483;41.65585
9165.908;56.13496
9166.142;64.16068
9166.376;71.73087
9166.61;78.44463
9166.843;83.91527
9166.958;86.07602
9166.996;86.70453
9167.022;87.10934
9167.086;88.01692
9167.305;90.13652
9167.523;90.70135
9167.851;88.75947
9168.178;83.95153
9168.49;77.42045
9168.802;69.80642
9169.114;61.87772
9169.27;57.99875
9169.425;54.28484
9169.567;51.04495
9169.708;48.00861
9169.849;45.16998
9169.99;42.5392
9170.131;40.1199
9170.272;37.9103
9170.413;35.90418
9170.554;34.09196
9170.696;32.45076
9170.837;30.99012
9170.978;29.68361
9171.119;28.51685
9171.26;27.47582
9171.401;26.5472
9171.542;25.7187
9171.683;24.97915
9171.787;24.48482
9171.891;24.02992
9171.995;23.61127
9172.099;23.22604
9172.203;22.87173
9172.307;22.54615
9172.411;22.24742
9172.515;21.97386
9172.619;21.72407
9172.723;21.4968
9172.827;21.29099
9172.931;21.10571
9173.139;20.79342
9173.347;20.55393
9173.615;20.34338
9173.882;20.23081
9174.417;20.22691
9174.729;20.30297
9174.871;20.342
9174.907;20.35156
9174.97;20.36762
9175.001;20.3751
9175.012;20.37768
9175.024;20.38045
9175.028;20.38136
9175.039;20.38383
9175.066;20.38968
9175.103;20.39719
9175.16;20.40744
9175.274;20.42224
9175.543;20.41796
9175.667;20.39317
9175.853;20.32453
9176.039;20.2154
9176.102;20.16899
9176.237;20.05345
9176.309;19.98301
9176.348;19.94236
9176.378;19.90992
9176.386;19.9011
9176.411;19.87307
9176.439;19.84088
9176.484;19.78736
9176.565;19.68574
9176.728;19.46215
9177.112;18.85615
9177.586;18.03355
9177.823;17.62644
9178.06;17.23921
9178.223;16.98931
9178.386;16.75525
9178.549;16.53836
9178.712;16.33926
9178.875;16.158
9179.038;15.99412
9179.201;15.84683
9179.283;15.77869
9179.364;15.71509
9179.446;15.65433
9179.527;15.59774
9179.609;15.54378
9179.69;15.49362
9179.772;15.4459
9179.853;15.40165
9179.935;15.35967
9180.016;15.32089
9180.098;15.28427
9180.179;15.25064
9180.261;15.2191
9180.342;15.19039
9180.424;15.16378
9180.505;15.13991
9180.586;15.11845
9180.667;15.09941
9180.801;15.07332
9180.934;15.05423
9181.068;15.04208
9181.201;15.03729
9181.335;15.04
9181.468;15.0503
9181.601;15.06827
9181.734;15.09384
9181.868;15.12705
9182.001;15.167
9182.267;15.26507
9182.8;15.50331
9182.86;15.53044
9183.001;15.59193
9183.142;15.64852
9183.423;15.73877
9183.689;15.78668
9183.838;15.7947
9183.919;15.79312
9183.958;15.79086
9183.982;15.789
9184.0;15.78736
9184.024;15.78486
9184.054;15.78124
9184.099;15.77478
9184.183;15.75952
9184.267;15.7403
9184.323;15.72543
9184.379;15.70905
9184.506;15.6669
9184.632;15.61953
9184.744;15.57421
9185.137;15.41166
9185.418;15.31684
9185.698;15.26206
9185.895;15.25458
9186.091;15.27538
9186.288;15.32486
9186.484;15.40085
9186.765;15.54943
9187.045;15.73102
9187.325;15.92916
9187.465;16.02886
9187.542;16.08276
9187.581;16.10965
9187.61;16.12944
9187.624;16.13892
9187.65;16.15639
9187.684;16.17896
9187.738;16.21409
9187.833;16.27344
9187.95;16.34147
9187.964;16.34918
9187.994;16.36539
9188.023;16.38062
9188.081;16.40971
9188.227;16.47419
9188.403;16.53307
9188.519;16.55923
9188.767;16.57743
9189.015;16.53926
9189.263;16.44086
9189.394;16.3642
9189.46;16.31921
9189.493;16.29515
9189.519;16.27546
9189.527;16.26927
9189.553;16.24875
9189.586;16.2218
9189.64;16.17556
9189.737;16.08603
9189.93;15.88501
9189.981;15.82728
9190.11;15.67375
9190.213;15.54443
9190.445;15.23692
9190.676;14.91847
9191.062;14.39243
9191.255;14.14557
9191.448;13.9162
9191.641;13.70776
9191.834;13.52243
9192.027;13.36112
9192.123;13.28984
9192.219;13.22441
9192.374;13.13077
9192.451;13.08958
9192.528;13.05178
9192.606;13.01686
9192.683;12.98559
9192.76;12.9574
9192.837;12.93216
9192.915;12.90951
9192.992;12.88989
9193.069;12.87292
9193.146;12.85847
9193.223;12.84645
9193.3;12.83678
9193.377;12.82935
9193.454;12.82408
9193.557;12.82025
9193.66;12.81994
9193.763;12.82294
9193.866;12.82905
9194.072;12.84976
9194.277;12.88005
9194.483;12.91811
9194.689;12.96135
9195.1;13.05198
9195.357;13.10338
9195.614;13.14487
9195.858;13.17227
9195.994;13.18213
9196.064;13.18575
9196.102;13.18732
9196.124;13.18811
9196.141;13.18866
9196.142;13.18869
9196.145;13.18878
9196.147;13.18884
9196.152;13.18898
9196.162;13.18926
9196.186;13.18987
9196.227;13.19067
9196.26;13.19113
9196.265;13.19119
9196.271;13.19125
9196.276;13.1913
9196.293;13.19143
9196.309;13.19153
9196.348;13.19161
9196.387;13.1915
9196.464;13.19084
9196.774;13.18504
9197.039;13.1826
9197.481;13.20191
9198.277;13.32873
9198.609;13.38907
9198.797;13.41394
9198.863;13.42017
9198.874;13.42106
9198.896;13.42272
9198.949;13.42597
9198.973;13.42708
9198.984;13.42751
9198.997;13.42796
9199.001;13.42809
9199.011;13.42837
9199.034;13.42886
9199.066;13.42918
9199.127;13.42853
9199.236;13.42317
9199.454;13.39534
9199.672;13.34423
9199.89;13.27099
9200.384;13.04053
9200.631;12.90491
9200.878;12.76547
9201.024;12.68394
9201.169;12.60505
9201.315;12.52859
9201.46;12.45633
9201.606;12.38776
9201.751;12.32411
9201.896;12.26503
9202.041;12.21049
9202.187;12.16004
9202.26;12.13642
9202.332;12.11414
9202.405;12.09253
9202.477;12.07215
9202.55;12.05241
9202.622;12.03378
9202.695;12.01573
9202.768;11.99847
9202.841;11.98197
9202.913;11.9664
9202.986;11.95129
9203.058;11.93702
9203.131;11.92317
9203.203;11.91008
9203.28;11.89668
9203.356;11.88404
9203.433;11.87179
9203.509;11.86023
9203.586;11.84905
9203.662;11.83849
9203.814;11.81879
9203.967;11.80077
9204.119;11.78456
9204.272;11.76988
9204.424;11.75686
9204.577;11.74527
9204.73;11.73512
9204.883;11.72635
9205.035;11.71895
9205.34;11.70781
9205.645;11.70139
9205.878;11.69972
9206.11;11.70105
9206.299;11.70458
9206.386;11.707
9206.426;11.70829
9206.45;11.70912
9206.469;11.7098
9206.471;11.70987
9206.473;11.70994
9206.478;11.71013
9206.482;11.71028
9206.491;11.71062
9206.5;11.71097
9206.501;11.71101
9206.504;11.71112
9206.506;11.7112
9206.511;11.7114
9206.513;11.71148
9206.516;11.7116
9206.518;11.71168
9206.522;11.71184
9206.535;11.71237
9206.547;11.71287
9206.571;11.7139
9206.659;11.71804
9206.834;11.72788
9207.107;11.7471
9207.419;11.77267
9207.809;11.8021
9208.198;11.8137
9208.393;11.80692
9208.587;11.78879
9208.772;11.75921
9208.874;11.73733
9208.928;11.72408
9208.959;11.71595
9208.977;11.71105
9208.989;11.70771
9208.99;11.70743
9208.993;11.70658
9208.996;11.70573
9209.001;11.70431
9209.011;11.70143
9209.035;11.69437
9209.073;11.6827
9209.124;11.66613
9209.143;11.65969
9209.168;11.651
9209.251;11.62035
9209.333;11.58743
9209.561;11.48279
9209.752;11.38178
9209.942;11.27129
9210.322;11.02938
9210.677;10.79139
9210.855;10.67171
9211.032;10.55395
9211.223;10.429
9211.413;10.30722
9211.604;10.18727
9211.699;10.12843
9211.794;10.07004
9211.89;10.01141
9211.985;9.953672
9212.08;9.896142
9212.175;9.838736
9212.27;9.781387
9212.365;9.724045
9212.46;9.666683
9212.555;9.609306
9212.651;9.551351
9212.746;9.494119
9212.841;9.437151
9212.936;9.380662
9213.031;9.324945
9213.126;9.270385
9213.221;9.217474
9213.316;9.166822
9213.412;9.118693
9213.507;9.074998
9213.602;9.036289
9213.697;9.003824
9213.792;8.979062
9213.887;8.963682
9213.982;8.959595
9214.077;8.968954
9214.22;9.01377
9214.363;9.103863
9214.506;9.24981
9214.649;9.463367
9214.792;9.757271
9214.935;10.14494
9215.078;10.64003
9215.22;11.25119
9215.396;12.19218
9215.441;12.46763
9215.447;12.50547
9215.451;12.53084
9215.467;12.6335
9215.482;12.73145
9215.499;12.84448
9215.509;12.91197
9215.512;12.93236
9215.522;13.00082
9215.532;13.07003
9215.558;13.25351
9215.56;13.26784
9215.568;13.32544
9215.575;13.37624
9215.589;13.47897
9215.617;13.6889
9215.709;14.42119
9215.8;15.21006
9215.835;15.53059
9215.927;16.41813
9216.019;17.36984
9216.203;19.4563
9216.57;24.22543
9216.779;27.17263
9216.989;30.16988
9217.198;33.06276
9217.264;33.93641
9217.28;34.1444
9217.303;34.44055
9217.347;34.99724
9217.352;35.05964
9217.356;35.10943
9217.368;35.25809
9217.38;35.40566
9217.404;35.69748
9217.452;36.26712
9217.557;37.44199
9217.688;38.75285
9217.847;40.08009
9217.888;40.3713
9217.9;40.45241
9217.903;40.47239
9217.915;40.55112
9217.927;40.62795
9217.936;40.68432
9217.955;40.79976
9217.973;40.90464
9218.01;41.10642
9218.083;41.44925
9218.306;42.03277
9218.518;41.94107
9218.73;41.25507
9219.114;38.74408
9219.498;35.13194
9219.862;31.31018
9220.044;29.42017
9220.226;27.61153
9220.408;25.92036
9220.59;24.37106
9220.772;22.97719
9220.863;22.34018
9220.954;21.74298
9221.116;20.77614
9221.197;20.3374
9221.278;19.92712
9221.359;19.54416
9221.44;19.18728
9221.521;18.85517
9221.601;18.55016
9221.682;18.26325
9221.763;17.99703
9221.844;17.75013
9221.925;17.52121
9222.006;17.30896
9222.087;17.11215
9222.168;16.92957
9222.248;16.7621
9222.329;16.6045
9222.41;16.45793
9222.491;16.32144
9222.572;16.19418
9222.734;15.96416
9222.895;15.76333
9223.057;15.58448
9223.218;15.42596
9223.38;15.28262
9223.541;15.15369
9223.703;15.03552
9223.865;14.92734
9224.027;14.82787
9224.188;14.73668
9224.35;14.6519
9224.431;14.61196
9224.512;14.57359
9224.593;14.53674
9224.674;14.50138
9224.755;14.46749
9224.835;14.43544
9224.916;14.40442
9224.997;14.37484
9225.078;14.34669
9225.159;14.31998
9225.24;14.29472
9225.321;14.27092
9225.482;14.22797
9225.644;14.1907
9225.805;14.15964
9225.967;14.1344
9226.128;14.11521
9226.31;14.10032
9226.492;14.09213
9226.856;14.09217
9227.22;14.10507
9227.583;14.1166
9227.785;14.11671
9227.987;14.10913
9228.179;14.09297
9228.285;14.07982
9228.34;14.07175
9228.37;14.06698
9228.39;14.0637
9228.403;14.06144
9228.404;14.06127
9228.407;14.06075
9228.409;14.0604
9228.414;14.05952
9228.423;14.05792
9228.446;14.05374
9228.487;14.0459
9228.503;14.0427
9228.546;14.03375
9228.589;14.02427
9228.762;13.98081
9228.903;13.93942
9228.924;13.93283
9228.974;13.9167
9228.984;13.91341
9229.005;13.90642
9229.028;13.89864
9229.03;13.89796
9229.033;13.89694
9229.035;13.89625
9229.041;13.8942
9229.047;13.89213
9229.058;13.88833
9229.06;13.88763
9229.062;13.88694
9229.065;13.8859
9229.073;13.8831
9229.077;13.8817
9229.086;13.87853
9229.094;13.8757
9229.097;13.87464
9229.099;13.87393
9229.1;13.87357
9229.102;13.87286
9229.103;13.87251
9229.105;13.87179
9229.106;13.87144
9229.11;13.87001
9229.113;13.86893
9229.12;13.86642
9229.122;13.8657
9229.125;13.86462
9229.128;13.86354
9229.133;13.86173
9229.139;13.85956
9229.151;13.85518
9229.193;13.83967
9229.235;13.82385
9229.358;13.77592
9229.403;13.75787
9229.537;13.70287
9229.963;13.52264
9230.176;13.43436
9230.388;13.35069
9230.601;13.27241
9230.814;13.20095
9230.921;13.16781
9231.027;13.13682
9231.133;13.10767
9231.239;13.08033
9231.329;13.0585
9231.419;13.03791
9231.509;13.01853
9231.598;13.00049
9231.688;12.98336
9231.777;12.96747
9231.867;12.9524
9231.956;12.93846
9232.046;12.92526
9232.135;12.91307
9232.225;12.90155
9232.314;12.89091
9232.404;12.88087
9232.493;12.87161
9232.672;12.85481
9232.807;12.84355
9232.941;12.8334
9233.21;12.81543
9233.747;12.78386
9234.072;12.76311
9234.397;12.73769
9234.609;12.71751
9234.71;12.70674
9234.769;12.70009
9234.802;12.69625
9234.82;12.69412
9234.834;12.69245
9234.836;12.69221
9234.841;12.69161
9234.845;12.69112
9234.854;12.69003
9234.858;12.68954
9234.859;12.68942
9234.863;12.68893
9234.866;12.68857
9234.869;12.6882
9234.877;12.68721
9234.885;12.68622
9234.901;12.68423
9234.955;12.67735
9235.062;12.66306
9235.316;12.62578
9235.629;12.57439
9235.942;12.51921
9236.177;12.47726
9236.411;12.43688
9236.553;12.41384
9236.695;12.39249
9236.837;12.37333
9236.978;12.35703
9237.12;12.34397
9237.262;12.33496
9237.404;12.33076
9237.545;12.33217
9237.687;12.34012
9237.829;12.35564
9237.971;12.37982
9238.112;12.41353
9238.254;12.45846
9238.396;12.51563
9238.538;12.58624
9238.679;12.67078
9238.846;12.79082
9239.012;12.93271
9239.344;13.28586
9239.461;13.43184
9239.666;13.71204
9239.759;13.8482
9239.812;13.92796
9239.839;13.96914
9239.858;13.99832
9239.864;14.00757
9239.865;14.00911
9239.868;14.01375
9239.87;14.01684
9239.874;14.02302
9239.882;14.03541
9239.905;14.07118
9239.94;14.12601
9239.962;14.1607
9239.967;14.16861
9239.973;14.17811
9239.988;14.2019
9240.002;14.22417
9240.039;14.28327
9240.076;14.34268
9240.149;14.46053
9240.375;14.82524
9240.602;15.17704
9240.828;15.49365
9241.077;15.78149
9241.144;15.84529
9241.247;15.93061
9241.279;15.95382
9241.281;15.95522
9241.287;15.95937
9241.292;15.96279
9241.303;15.97018
9241.32;15.98121
9241.345;15.99659
9241.351;16.00013
9241.361;16.0059
9241.397;16.02533
9241.453;16.05129
9241.553;16.08452
9241.728;16.10169
9242.029;16.01175
9242.355;15.7629
9242.681;15.39707
9243.007;14.96671
9243.17;14.7441
9243.333;14.52468
9243.496;14.31372
9243.659;14.11561
9243.822;13.93392
